onset	duration	trial_type	onset_response	response_time	news_no	news_type	value
0.032	4.967	intro&rest	n/a	n/a	n/a	n/a	n/a
5.116	17.883	realrating	23.099	3	94	R	3
26.132	1.759	fixations	n/a	n/a	n/a	n/a	n/a
27.999	17.892	realrating	45.998	3	24	R	2
49.031	2.049	fixations	n/a	n/a	n/a	n/a	n/a
51.182	17.898	realrating	69.181	3	28	R	2
72.114	1.399	fixations	n/a	n/a	n/a	n/a	n/a
73.614	17.899	realrating	91.613	3	104	R	3
94.647	2.544	fixations	n/a	n/a	n/a	n/a	n/a
97.296	17.895	realrating	115.296	3	27	R	2
118.329	1.312	fixations	n/a	n/a	n/a	n/a	n/a
119.762	17.879	realrating	137.745	3	100	R	3
140.778	2.159	fixations	n/a	n/a	n/a	n/a	n/a
143.045	17.892	realrating	161.044	3	105	R	3
164.078	1.422	fixations	n/a	n/a	n/a	n/a	n/a
165.594	17.906	realrating	183.594	3	108	R	2
186.527	2.177	fixations	n/a	n/a	n/a	n/a	n/a
188.81	17.894	realrating	206.81	3	103	R	6
209.726	1.326	fixations	n/a	n/a	n/a	n/a	n/a
211.16	17.892	realrating	229.143	3	107	R	3
232.176	2.034	fixations	n/a	n/a	n/a	n/a	n/a
234.459	4.972	intro&rest	n/a	n/a	n/a	n/a	n/a
239.309	17.901	fakerating	257.325	3	57	F	3
260.358	2.573	fixations	n/a	n/a	n/a	n/a	n/a
263.041	17.89	fakerating	281.041	3	127	F	4
284.074	2.505	fixations	n/a	n/a	n/a	n/a	n/a
286.691	17.888	fakerating	304.69	3	85	F	4
307.723	2.461	fixations	n/a	n/a	n/a	n/a	n/a
310.273	17.911	fakerating	328.273	3	91	F	5
331.306	2.144	fixations	n/a	n/a	n/a	n/a	n/a
333.556	17.894	fakerating	351.555	3	131	F	6
354.472	2.274	fixations	n/a	n/a	n/a	n/a	n/a
356.855	17.891	fakerating	374.838	3	61	F	2
377.771	2.146	fixations	n/a	n/a	n/a	n/a	n/a
380.021	17.896	fakerating	398.021	3	74	F	3
401.054	1.911	fixations	n/a	n/a	n/a	n/a	n/a
403.054	17.911	fakerating	421.053	3	58	F	1
424.086	1.945	fixations	n/a	n/a	n/a	n/a	n/a
426.136	17.895	fakerating	444.136	3	128	F	1
447.169	1.63	fixations	n/a	n/a	n/a	n/a	n/a
448.902	17.897	fakerating	466.902	3	72	F	1
469.935	1.897	fixations	n/a	n/a	n/a	n/a	n/a
472.302	4.961	intro&rest	n/a	n/a	n/a	n/a	n/a
476.935	17.897	fakerating	494.934	3	89	F	2
497.867	2.483	fixations	n/a	n/a	n/a	n/a	n/a
500.451	17.899	fakerating	518.45	3	77	F	3
521.483	1.431	fixations	n/a	n/a	n/a	n/a	n/a
523.017	17.897	fakerating	541.016	3	36	F	2
544.049	1.687	fixations	n/a	n/a	n/a	n/a	n/a
545.833	17.903	fakerating	563.832	3	33	F	3
566.865	2.46	fixations	n/a	n/a	n/a	n/a	n/a
569.415	17.91	fakerating	587.415	3	75	F	2
590.448	2.287	fixations	n/a	n/a	n/a	n/a	n/a
592.831	17.904	fakerating	610.831	3	90	F	1
613.864	1.624	fixations	n/a	n/a	n/a	n/a	n/a
615.597	17.891	fakerating	633.597	3	53	F	2
636.63	1.559	fixations	n/a	n/a	n/a	n/a	n/a
638.28	17.909	fakerating	656.279	3	76	F	3
659.313	1.874	fixations	n/a	n/a	n/a	n/a	n/a
661.279	17.908	fakerating	679.295	3	62	F	1
682.329	2.143	fixations	n/a	n/a	n/a	n/a	n/a
684.562	17.91	fakerating	702.561	3	63	F	1
705.594	2.059	fixations	n/a	n/a	n/a	n/a	n/a
708.229	4.973	intro&rest	n/a	n/a	n/a	n/a	n/a
712.761	17.892	realrating	730.76	3	112	R	2
733.794	1.473	fixations	n/a	n/a	n/a	n/a	n/a
735.36	17.907	realrating	753.36	3	114	R	2
756.393	1.678	fixations	n/a	n/a	n/a	n/a	n/a
758.176	17.895	realrating	776.176	3	115	R	2
779.209	1.445	fixations	n/a	n/a	n/a	n/a	n/a
780.759	17.895	realrating	798.758	3	116	R	1
801.791	2.138	fixations	n/a	n/a	n/a	n/a	n/a
804.025	17.904	realrating	822.041	3	113	R	2
825.074	1.728	fixations	n/a	n/a	n/a	n/a	n/a
826.907	17.895	realrating	844.907	3	119	R	4
847.94	2.087	fixations	n/a	n/a	n/a	n/a	n/a
850.123	17.904	realrating	868.123	3	134	R	2
871.156	1.885	fixations	n/a	n/a	n/a	n/a	n/a
873.139	17.902	realrating	891.139	3	102	R	3
894.072	2.011	fixations	n/a	n/a	n/a	n/a	n/a
896.189	17.894	realrating	914.188	3	121	R	3
917.221	2.567	fixations	n/a	n/a	n/a	n/a	n/a
919.888	17.9	realrating	937.887	3	118	R	3
940.921	2.699	fixations	n/a	n/a	n/a	n/a	n/a
944.288	2.97	intro&rest	n/a	n/a	n/a	n/a	n/a
